section_id,topic_id,question_id,question,producer_kind,aspect_id,kind,requirement_text,execution_path,required_fields,coverage_rules,complete_set_rule,evidence_requirement_ids,evidence_kinds,source_policy_ref,time_scope,display_tier,content_role,missing_policy,blocking_policy,applicability_policy,impact_scope,output_destination,derived_from,derived_from_scope,business_review_status,business_review_reason,transmission_layers,transmission_channel,v1_question,v1_required_aspects,change_type,business_reason,v1_mapped_aspects,independent_meaning,researchability_reason,coverage_reason,search_audit_reason,evidence_authority_reason,writing_spec_ownership,writing_spec_reason
company,company_business,company_business_model,采购模式、生产模式、销售模式、技术路线、成本结构与成本竞争能力,topic_harness,company_business_model.sales_mode,fact_set,销售模式,topic_harness,销售模式,required_fields_complete | minimum_sources | direct_support,,er_business_model,paragraph,source_policy_v1,THREE_YEARS_PLUS_LATEST,required_body,paragraph,write_not_found,NONE,,,body,,,CONFIRMED,"CONFIRMED：由 v1 维度「采购生产销售模式」固化，以 fact_set 形态独立研究，覆盖 ['required_fields_complete', 'minimum_sources', 'direct_support']，证据 ['er_business_model']（['company_industry']），主槽位 co-h4；可独立核验，无需额外业务裁决",,,采购/生产/销售模式、技术路线、成本与竞争能力,采购生产销售模式 | 技术路线 | 成本与竞争能力,split,v1 的 3 个 required_aspects 拆为 6 个独立 required_body aspect（采购生产销售模式→3、技术路线→1、成本与竞争能力→2），各自可独立研究/核验/成缺口。,采购生产销售模式,销售模式,以 fact_set 形态独立研究，required_fields=['销售模式']，可独立核验/成缺口,"覆盖规则 ['required_fields_complete', 'minimum_sources', 'direct_support']（producer_kind=topic_harness，集合锚点 无）",不保留 search_audit：普通正向事实或财务/派生/synth，不机械要求检索审计,证据 ['er_business_model']：evidence_kind=['paragraph']，source_classes=['company_industry']，minimum_sources=[1],primary:co-h4,主槽位落在 co-h4（公司 H2 正文），与 producer_kind=topic_harness 目标 Writer 章节一致
company,company_business,company_business_model,采购模式、生产模式、销售模式、技术路线、成本结构与成本竞争能力,topic_harness,company_business_model.tech_route,fact_set,技术路线,topic_harness,技术路线,required_fields_complete | minimum_sources | direct_support,,er_business_model,paragraph,source_policy_v1,STRUCTURAL_5Y_CURRENT,required_body,paragraph,write_not_found,NONE,,,body,,,CONFIRMED,"CONFIRMED：由 v1 维度「技术路线」固化，以 fact_set 形态独立研究，覆盖 ['required_fields_complete', 'minimum_sources', 'direct_support']，证据 ['er_business_model']（['company_industry']），主槽位 co-h4；可独立核验，无需额外业务裁决",,,采购/生产/销售模式、技术路线、成本与竞争能力,采购生产销售模式 | 技术路线 | 成本与竞争能力,split,v1 的 3 个 required_aspects 拆为 6 个独立 required_body aspect（采购生产销售模式→3、技术路线→1、成本与竞争能力→2），各自可独立研究/核验/成缺口。,技术路线,技术路线,以 fact_set 形态独立研究，required_fields=['技术路线']，可独立核验/成缺口,"覆盖规则 ['required_fields_complete', 'minimum_sources', 'direct_support']（producer_kind=topic_harness，集合锚点 无）",不保留 search_audit：普通正向事实或财务/派生/synth，不机械要求检索审计,证据 ['er_business_model']：evidence_kind=['paragraph']，source_classes=['company_industry']，minimum_sources=[1],primary:co-h4,主槽位落在 co-h4（公司 H2 正文），与 producer_kind=topic_harness 目标 Writer 章节一致
company,company_business,company_business_model,采购模式、生产模式、销售模式、技术路线、成本结构与成本竞争能力,topic_harness,company_business_model.cost_structure,fact_set,成本结构,topic_harness,成本结构,required_fields_complete | minimum_sources | direct_support,,er_business_model,paragraph,source_policy_v1,THREE_YEARS_PLUS_LATEST,required_body,paragraph,write_not_found,NONE,,,body,,,CONFIRMED,"CONFIRMED：由 v1 维度「成本与竞争能力」固化，以 fact_set 形态独立研究，覆盖 ['required_fields_complete', 'minimum_sources', 'direct_support']，证据 ['er_business_model']（['company_industry']），主槽位 co-h4；可独立核验，无需额外业务裁决",,,采购/生产/销售模式、技术路线、成本与竞争能力,采购生产销售模式 | 技术路线 | 成本与竞争能力,split,v1 的 3 个 required_aspects 拆为 6 个独立 required_body aspect（采购生产销售模式→3、技术路线→1、成本与竞争能力→2），各自可独立研究/核验/成缺口。,成本与竞争能力,成本结构,以 fact_set 形态独立研究，required_fields=['成本结构']，可独立核验/成缺口,"覆盖规则 ['required_fields_complete', 'minimum_sources', 'direct_support']（producer_kind=topic_harness，集合锚点 无）",不保留 search_audit：普通正向事实或财务/派生/synth，不机械要求检索审计,证据 ['er_business_model']：evidence_kind=['paragraph']，source_classes=['company_industry']，minimum_sources=[1],primary:co-h4,主槽位落在 co-h4（公司 H2 正文），与 producer_kind=topic_harness 目标 Writer 章节一致
company,company_business,company_business_model,采购模式、生产模式、销售模式、技术路线、成本结构与成本竞争能力,topic_harness,company_business_model.cost_competitiveness,fact_set,成本竞争能力,topic_harness,成本竞争能力,required_fields_complete | minimum_sources | direct_support,,er_business_model,paragraph,source_policy_v1,THREE_YEARS_PLUS_LATEST,required_body,paragraph,write_not_found,NONE,,,body,,,CONFIRMED,"CONFIRMED：由 v1 维度「成本与竞争能力」固化，以 fact_set 形态独立研究，覆盖 ['required_fields_complete', 'minimum_sources', 'direct_support']，证据 ['er_business_model']（['company_industry']），主槽位 co-h4；可独立核验，无需额外业务裁决",,,采购/生产/销售模式、技术路线、成本与竞争能力,采购生产销售模式 | 技术路线 | 成本与竞争能力,split,v1 的 3 个 required_aspects 拆为 6 个独立 required_body aspect（采购生产销售模式→3、技术路线→1、成本与竞争能力→2），各自可独立研究/核验/成缺口。,成本与竞争能力,成本竞争能力,以 fact_set 形态独立研究，required_fields=['成本竞争能力']，可独立核验/成缺口,"覆盖规则 ['required_fields_complete', 'minimum_sources', 'direct_support']（producer_kind=topic_harness，集合锚点 无）",不保留 search_audit：普通正向事实或财务/派生/synth，不机械要求检索审计,证据 ['er_business_model']：evidence_kind=['paragraph']，source_classes=['company_industry']，minimum_sources=[1],primary:co-h4,主槽位落在 co-h4（公司 H2 正文），与 producer_kind=topic_harness 目标 Writer 章节一致
company,company_business,company_customer_concentration,客户当前集中度、前五大合计占比、关联方、集中度跨期变化、披露范围,topic_harness,company_customer_concentration.customer_current_concentration,fact_set,客户当前集中度（前五大合计占比、是否存在关联方、材料披露范围）,topic_harness,前五大合计占比 | 关联方 | 披露范围,required_fields_complete | minimum_sources | direct_support,依法匿名披露时客户名称不是必填字段,er_customer,table,source_policy_v1,THREE_YEARS_PLUS_LATEST,required_body,paragraph_and_table,write_not_found_disclose,NONE,,,body,,,CONFIRMED,"CONFIRMED：由 v1 维度「客户集中度」固化，以 fact_set 形态独立研究，覆盖 ['required_fields_complete', 'minimum_sources', 'direct_support']，证据 ['er_customer']（['company_industry']），主槽位 co-h4；可独立核验，无需额外业务裁决",,,客户集中度（客户名称依法未披露时标注“依法未披露”，不视为缺失或不存在）,客户集中度 | 依法未披露时的标注,applicability_refined,"v1 required_aspects 保留，新增/细化 applicability_policy ['not_applicable_no_comparable_period', 'not_applicable_no_plan']，把合法不适用/无实际控制人等分支显式化为终态，非事实缺失。",客户集中度,客户当前集中度（前五大合计占比、是否存在关联方、材料披露范围）,"以 fact_set 形态独立研究，required_fields=['前五大合计占比', '关联方', '披露范围']，可独立核验/成缺口","覆盖规则 ['required_fields_complete', 'minimum_sources', 'direct_support']（producer_kind=topic_harness，集合锚点 依法匿名披露时客户名称不是必填字段）",不保留 search_audit：普通正向事实或财务/派生/synth，不机械要求检索审计,证据 ['er_customer']：evidence_kind=['table']，source_classes=['company_industry']，minimum_sources=[1],primary:co-h4,主槽位落在 co-h4（公司 H2 正文），与 producer_kind=topic_harness 目标 Writer 章节一致
company,company_business,company_customer_concentration,客户当前集中度、前五大合计占比、关联方、集中度跨期变化、披露范围,topic_harness,company_customer_concentration.customer_concentration_change,fact_set,客户集中度跨期变化（仅在有可比期间时评估）,topic_harness,集中度变化,required_fields_complete | minimum_sources | direct_support | applicability,无可比期间时记为 NOT_APPLICABLE，不视为事实缺失,er_customer,table,source_policy_v1,THREE_YEARS_PLUS_LATEST,optional_body,paragraph,not_applicable_no_comparable_period,NONE,not_applicable_no_comparable_period,,body,,,CONFIRMED,"CONFIRMED：由 v1 维度「客户集中度」固化，以 fact_set 形态独立研究，覆盖 ['required_fields_complete', 'minimum_sources', 'direct_support', 'applicability']，证据 ['er_customer']（['company_industry']），主槽位 co-h4；可独立核验，无需额外业务裁决",,,客户集中度（客户名称依法未披露时标注“依法未披露”，不视为缺失或不存在）,客户集中度 | 依法未披露时的标注,applicability_refined,"v1 required_aspects 保留，新增/细化 applicability_policy ['not_applicable_no_comparable_period', 'not_applicable_no_plan']，把合法不适用/无实际控制人等分支显式化为终态，非事实缺失。",客户集中度,客户集中度跨期变化（仅在有可比期间时评估）,以 fact_set 形态独立研究，required_fields=['集中度变化']，可独立核验/成缺口,"覆盖规则 ['required_fields_complete', 'minimum_sources', 'direct_support', 'applicability']（producer_kind=topic_harness，集合锚点 无可比期间时记为 NOT_APPLICABLE，不视为事实缺失）",不保留 search_audit：普通正向事实或财务/派生/synth，不机械要求检索审计,证据 ['er_customer']：evidence_kind=['table']，source_classes=['company_industry']，minimum_sources=[1],primary:co-h4,主槽位落在 co-h4（公司 H2 正文），与 producer_kind=topic_harness 目标 Writer 章节一致
company,company_business,company_customer_concentration,客户当前集中度、前五大合计占比、关联方、集中度跨期变化、披露范围,topic_harness,company_customer_concentration.customer_anonymity,fact_set,依法未披露客户名称时的标注,topic_harness,依法未披露标注,required_fields_complete | minimum_sources | direct_support | applicability,,er_customer,table,source_policy_v1,THREE_YEARS_PLUS_LATEST,required_body,paragraph,write_not_found_disclose,NONE,not_applicable_no_plan,,body,,,CONFIRMED,"CONFIRMED：由 v1 维度「依法未披露时的标注」固化，以 fact_set 形态独立研究，覆盖 ['required_fields_complete', 'minimum_sources', 'direct_support', 'applicability']，证据 ['er_customer']（['company_industry']），主槽位 co-h4；可独立核验，无需额外业务裁决",,,客户集中度（客户名称依法未披露时标注“依法未披露”，不视为缺失或不存在）,客户集中度 | 依法未披露时的标注,applicability_refined,"v1 required_aspects 保留，新增/细化 applicability_policy ['not_applicable_no_comparable_period', 'not_applicable_no_plan']，把合法不适用/无实际控制人等分支显式化为终态，非事实缺失。",依法未披露时的标注,依法未披露客户名称时的标注,以 fact_set 形态独立研究，required_fields=['依法未披露标注']，可独立核验/成缺口,"覆盖规则 ['required_fields_complete', 'minimum_sources', 'direct_support', 'applicability']（producer_kind=topic_harness，集合锚点 无）",不保留 search_audit：普通正向事实或财务/派生/synth，不机械要求检索审计,证据 ['er_customer']：evidence_kind=['table']，source_classes=['company_industry']，minimum_sources=[1],primary:co-h4,主槽位落在 co-h4（公司 H2 正文），与 producer_kind=topic_harness 目标 Writer 章节一致
company,company_business,company_supplier_concentration,供应商当前集中度与集中度跨期变化,topic_harness,company_supplier_concentration.supplier_current_concentration,fact_set,供应商当前集中度（前五大合计占比、是否存在关联方、材料披露范围）,topic_harness,前五大合计占比 | 关联方 | 披露范围,required_fields_complete | minimum_sources | direct_support,依法匿名披露时供应商名称不是必填字段,er_supplier,table,source_policy_v1,THREE_YEARS_PLUS_LATEST,required_body,paragraph_and_table,write_not_found_disclose,NONE,,,body,,,CONFIRMED,"CONFIRMED：由 v1 维度「供应商集中度」固化，以 fact_set 形态独立研究，覆盖 ['required_fields_complete', 'minimum_sources', 'direct_support']，证据 ['er_supplier']（['company_industry']），主槽位 co-h4；可独立核验，无需额外业务裁决",,,供应商集中度,供应商集中度,applicability_refined,v1 required_aspects 保留，新增/细化 applicability_policy ['not_applicable_no_comparable_period']，把合法不适用/无实际控制人等分支显式化为终态，非事实缺失。,供应商集中度,供应商当前集中度（前五大合计占比、是否存在关联方、材料披露范围）,"以 fact_set 形态独立研究，required_fields=['前五大合计占比', '关联方', '披露范围']，可独立核验/成缺口","覆盖规则 ['required_fields_complete', 'minimum_sources', 'direct_support']（producer_kind=topic_harness，集合锚点 依法匿名披露时供应商名称不是必填字段）",不保留 search_audit：普通正向事实或财务/派生/synth，不机械要求检索审计,证据 ['er_supplier']：evidence_kind=['table']，source_classes=['company_industry']，minimum_sources=[1],primary:co-h4,主槽位落在 co-h4（公司 H2 正文），与 producer_kind=topic_harness 目标 Writer 章节一致
company,company_business,company_supplier_concentration,供应商当前集中度与集中度跨期变化,topic_harness,company_supplier_concentration.supplier_concentration_change,fact_set,供应商集中度跨期变化（仅在有可比期间时评估）,topic_harness,集中度变化,required_fields_complete | minimum_sources | direct_support | applicability,无可比期间时记为 NOT_APPLICABLE，不视为事实缺失,er_supplier,table,source_policy_v1,THREE_YEARS_PLUS_LATEST,optional_body,paragraph,not_applicable_no_comparable_period,NONE,not_applicable_no_comparable_period,,body,,,CONFIRMED,"CONFIRMED：由 v1 维度「供应商集中度」固化，以 fact_set 形态独立研究，覆盖 ['required_fields_complete', 'minimum_sources', 'direct_support', 'applicability']，证据 ['er_supplier']（['company_industry']），主槽位 co-h4；可独立核验，无需额外业务裁决",,,供应商集中度,供应商集中度,applicability_refined,v1 required_aspects 保留，新增/细化 applicability_policy ['not_applicable_no_comparable_period']，把合法不适用/无实际控制人等分支显式化为终态，非事实缺失。,供应商集中度,供应商集中度跨期变化（仅在有可比期间时评估）,以 fact_set 形态独立研究，required_fields=['集中度变化']，可独立核验/成缺口,"覆盖规则 ['required_fields_complete', 'minimum_sources', 'direct_support', 'applicability']（producer_kind=topic_harness，集合锚点 无可比期间时记为 NOT_APPLICABLE，不视为事实缺失）",不保留 search_audit：普通正向事实或财务/派生/synth，不机械要求检索审计,证据 ['er_supplier']：evidence_kind=['table']，source_classes=['company_industry']，minimum_sources=[1],primary:co-h4,主槽位落在 co-h4（公司 H2 正文），与 producer_kind=topic_harness 目标 Writer 章节一致
company,company_competitiveness,company_competitiveness,核心竞争力（权威披露的实质性竞争力因素）,topic_harness,company_competitiveness.core_competitiveness,all_disclosed_items,核心竞争力（基于权威材料明确披露的实质性竞争力因素；技术/规模/市场/客户/供应链/品牌仅为分类标签，不硬凑固定维度数量）,topic_harness,竞争力因素 | 支持依据,set_complete | required_fields_complete | minimum_sources | direct_support | search_audit,以权威披露的实质性竞争力因素为集合锚点；不得以『搜到几项』宣称完整，不得规定至少 3 个固定维度,er_competitiveness,paragraph,source_policy_v1,STRUCTURAL_5Y_CURRENT,required_body,paragraph,write_not_found,NONE,,,body,,,CONFIRMED,方案A已收口：保持单一 all_disclosed_items 集合式 aspect（以权威披露的实质性竞争力因素为集合锚点，不硬凑维度数量），business_review_status=CONFIRMED。,,,核心竞争力,核心竞争力,unchanged,v1 required_aspects 固化为稳定 aspect_id，无语义变更（不拆分）。,核心竞争力,核心竞争力（基于权威材料明确披露的实质性竞争力因素；技术/规模/市场/客户/供应链/品牌仅为分类标签，不硬凑固定维度数量）,"以 all_disclosed_items 形态独立研究，required_fields=['竞争力因素', '支持依据']，可独立核验/成缺口","覆盖规则 ['set_complete', 'required_fields_complete', 'minimum_sources', 'direct_support', 'search_audit']（producer_kind=topic_harness，集合锚点 以权威披露的实质性竞争力因素为集合锚点；不得以『搜到几项』宣称完整，不得规定至少 3 个固定维度）",保留 search_audit：负面核验/not_found/集合完整性/外部时效需记录检索范围与截止日期,证据 ['er_competitiveness']：evidence_kind=['paragraph']，source_classes=['company_industry']，minimum_sources=[1],primary:co-h5,主槽位落在 co-h5（公司 H2 正文），与 producer_kind=topic_harness 目标 Writer 章节一致
company,company_competitiveness,company_rd_capacity,研发投入金额、研发强度、研发人员、研发成果、研发平台与技术路线、发展计划、在建工程,topic_harness,company_rd_capacity.rd_investment_amount,fact_set,研发投入金额,topic_harness,研发投入金额,required_fields_complete | minimum_sources | direct_support,,er_rd,field,source_policy_v1,THREE_YEARS_PLUS_LATEST,required_body,paragraph_and_table,write_not_found,NONE,,,body,,,CONFIRMED,"CONFIRMED：由 v1 维度「研发能力」固化，以 fact_set 形态独立研究，覆盖 ['required_fields_complete', 'minimum_sources', 'direct_support']，证据 ['er_rd']（['company_industry']），主槽位 co-h5；可独立核验，无需额外业务裁决",,,研发能力、发展计划与在建工程,研发能力 | 发展计划 | 在建工程,split,v1 的 3 个 required_aspects 拆为 7 个独立 required_body aspect（研发能力→5、发展计划→1、在建工程→1），各自可独立研究/核验/成缺口。,研发能力,研发投入金额,以 fact_set 形态独立研究，required_fields=['研发投入金额']，可独立核验/成缺口,"覆盖规则 ['required_fields_complete', 'minimum_sources', 'direct_support']（producer_kind=topic_harness，集合锚点 无）",不保留 search_audit：普通正向事实或财务/派生/synth，不机械要求检索审计,证据 ['er_rd']：evidence_kind=['field']，source_classes=['company_industry']，minimum_sources=[1],primary:co-h5,主槽位落在 co-h5（公司 H2 正文），与 producer_kind=topic_harness 目标 Writer 章节一致
company,company_competitiveness,company_rd_capacity,研发投入金额、研发强度、研发人员、研发成果、研发平台与技术路线、发展计划、在建工程,topic_harness,company_rd_capacity.rd_intensity,fact_set,研发强度,topic_harness,研发强度,required_fields_complete | minimum_sources | direct_support,,er_rd,field,source_policy_v1,THREE_YEARS_PLUS_LATEST,required_body,paragraph,write_not_found,NONE,,,body,,,CONFIRMED,"CONFIRMED：由 v1 维度「研发能力」固化，以 fact_set 形态独立研究，覆盖 ['required_fields_complete', 'minimum_sources', 'direct_support']，证据 ['er_rd']（['company_industry']），主槽位 co-h5；可独立核验，无需额外业务裁决",,,研发能力、发展计划与在建工程,研发能力 | 发展计划 | 在建工程,split,v1 的 3 个 required_aspects 拆为 7 个独立 required_body aspect（研发能力→5、发展计划→1、在建工程→1），各自可独立研究/核验/成缺口。,研发能力,研发强度,以 fact_set 形态独立研究，required_fields=['研发强度']，可独立核验/成缺口,"覆盖规则 ['required_fields_complete', 'minimum_sources', 'direct_support']（producer_kind=topic_harness，集合锚点 无）",不保留 search_audit：普通正向事实或财务/派生/synth，不机械要求检索审计,证据 ['er_rd']：evidence_kind=['field']，source_classes=['company_industry']，minimum_sources=[1],primary:co-h5,主槽位落在 co-h5（公司 H2 正文），与 producer_kind=topic_harness 目标 Writer 章节一致
company,company_competitiveness,company_rd_capacity,研发投入金额、研发强度、研发人员、研发成果、研发平台与技术路线、发展计划、在建工程,topic_harness,company_rd_capacity.rd_personnel,fact_set,研发人员,topic_harness,研发人员,required_fields_complete | minimum_sources | direct_support,,er_rd,field,source_policy_v1,THREE_YEARS_PLUS_LATEST,required_body,paragraph,write_not_found,NONE,,,body,,,CONFIRMED,"CONFIRMED：由 v1 维度「研发能力」固化，以 fact_set 形态独立研究，覆盖 ['required_fields_complete', 'minimum_sources', 'direct_support']，证据 ['er_rd']（['company_industry']），主槽位 co-h5；可独立核验，无需额外业务裁决",,,研发能力、发展计划与在建工程,研发能力 | 发展计划 | 在建工程,split,v1 的 3 个 required_aspects 拆为 7 个独立 required_body aspect（研发能力→5、发展计划→1、在建工程→1），各自可独立研究/核验/成缺口。,研发能力,研发人员,以 fact_set 形态独立研究，required_fields=['研发人员']，可独立核验/成缺口,"覆盖规则 ['required_fields_complete', 'minimum_sources', 'direct_support']（producer_kind=topic_harness，集合锚点 无）",不保留 search_audit：普通正向事实或财务/派生/synth，不机械要求检索审计,证据 ['er_rd']：evidence_kind=['field']，source_classes=['company_industry']，minimum_sources=[1],primary:co-h5,主槽位落在 co-h5（公司 H2 正文），与 producer_kind=topic_harness 目标 Writer 章节一致
company,company_competitiveness,company_rd_capacity,研发投入金额、研发强度、研发人员、研发成果、研发平台与技术路线、发展计划、在建工程,topic_harness,company_rd_capacity.rd_achievements,fact_set,研发成果,topic_harness,研发成果,required_fields_complete | minimum_sources | direct_support,,er_rd,field,source_policy_v1,THREE_YEARS_PLUS_LATEST,required_body,paragraph,write_not_found,NONE,,,body,,,CONFIRMED,"CONFIRMED：由 v1 维度「研发能力」固化，以 fact_set 形态独立研究，覆盖 ['required_fields_complete', 'minimum_sources', 'direct_support']，证据 ['er_rd']（['company_industry']），主槽位 co-h5；可独立核验，无需额外业务裁决",,,研发能力、发展计划与在建工程,研发能力 | 发展计划 | 在建工程,split,v1 的 3 个 required_aspects 拆为 7 个独立 required_body aspect（研发能力→5、发展计划→1、在建工程→1），各自可独立研究/核验/成缺口。,研发能力,研发成果,以 fact_set 形态独立研究，required_fields=['研发成果']，可独立核验/成缺口,"覆盖规则 ['required_fields_complete', 'minimum_sources', 'direct_support']（producer_kind=topic_harness，集合锚点 无）",不保留 search_audit：普通正向事实或财务/派生/synth，不机械要求检索审计,证据 ['er_rd']：evidence_kind=['field']，source_classes=['company_industry']，minimum_sources=[1],primary:co-h5,主槽位落在 co-h5（公司 H2 正文），与 producer_kind=topic_harness 目标 Writer 章节一致
company,company_competitiveness,company_rd_capacity,研发投入金额、研发强度、研发人员、研发成果、研发平台与技术路线、发展计划、在建工程,topic_harness,company_rd_capacity.rd_platform_tech_route,fact_set,研发平台与技术路线,topic_harness,研发平台 | 技术路线,required_fields_complete | minimum_sources | direct_support,,er_rd,field,source_policy_v1,STRUCTURAL_5Y_CURRENT,required_body,paragraph,write_not_found,NONE,,,body,,,CONFIRMED,"CONFIRMED：由 v1 维度「研发能力」固化，以 fact_set 形态独立研究，覆盖 ['required_fields_complete', 'minimum_sources', 'direct_support']，证据 ['er_rd']（['company_industry']），主槽位 co-h5；可独立核验，无需额外业务裁决",,,研发能力、发展计划与在建工程,研发能力 | 发展计划 | 在建工程,split,v1 的 3 个 required_aspects 拆为 7 个独立 required_body aspect（研发能力→5、发展计划→1、在建工程→1），各自可独立研究/核验/成缺口。,研发能力,研发平台与技术路线,"以 fact_set 形态独立研究，required_fields=['研发平台', '技术路线']，可独立核验/成缺口","覆盖规则 ['required_fields_complete', 'minimum_sources', 'direct_support']（producer_kind=topic_harness，集合锚点 无）",不保留 search_audit：普通正向事实或财务/派生/synth，不机械要求检索审计,证据 ['er_rd']：evidence_kind=['field']，source_classes=['company_industry']，minimum_sources=[1],primary:co-h5,主槽位落在 co-h5（公司 H2 正文），与 producer_kind=topic_harness 目标 Writer 章节一致
company,company_competitiveness,company_rd_capacity,研发投入金额、研发强度、研发人员、研发成果、研发平台与技术路线、发展计划、在建工程,topic_harness,company_rd_capacity.development_plan,fact_set,发展计划,topic_harness,发展计划,required_fields_complete | minimum_sources | direct_support,,er_rd,field,source_policy_v1,CURRENT_AS_OF_WITH_24M_CHANGES,required_body,paragraph,write_not_found,NONE,,,body,,,CONFIRMED,"CONFIRMED：由 v1 维度「发展计划」固化，以 fact_set 形态独立研究，覆盖 ['required_fields_complete', 'minimum_sources', 'direct_support']，证据 ['er_rd']（['company_industry']），主槽位 co-h5；可独立核验，无需额外业务裁决",,,研发能力、发展计划与在建工程,研发能力 | 发展计划 | 在建工程,split,v1 的 3 个 required_aspects 拆为 7 个独立 required_body aspect（研发能力→5、发展计划→1、在建工程→1），各自可独立研究/核验/成缺口。,发展计划,发展计划,以 fact_set 形态独立研究，required_fields=['发展计划']，可独立核验/成缺口,"覆盖规则 ['required_fields_complete', 'minimum_sources', 'direct_support']（producer_kind=topic_harness，集合锚点 无）",不保留 search_audit：普通正向事实或财务/派生/synth，不机械要求检索审计,证据 ['er_rd']：evidence_kind=['field']，source_classes=['company_industry']，minimum_sources=[1],primary:co-h5,主槽位落在 co-h5（公司 H2 正文），与 producer_kind=topic_harness 目标 Writer 章节一致
company,company_competitiveness,company_rd_capacity,研发投入金额、研发强度、研发人员、研发成果、研发平台与技术路线、发展计划、在建工程,topic_harness,company_rd_capacity.construction_in_progress,fact_set,在建工程,topic_harness,在建工程,required_fields_complete | minimum_sources | direct_support,,er_rd,field,source_policy_v1,CURRENT_AS_OF_WITH_24M_CHANGES,required_body,paragraph,write_not_found,NONE,,,body,,,CONFIRMED,"CONFIRMED：由 v1 维度「在建工程」固化，以 fact_set 形态独立研究，覆盖 ['required_fields_complete', 'minimum_sources', 'direct_support']，证据 ['er_rd']（['company_industry']），主槽位 co-h5；可独立核验，无需额外业务裁决",,,研发能力、发展计划与在建工程,研发能力 | 发展计划 | 在建工程,split,v1 的 3 个 required_aspects 拆为 7 个独立 required_body aspect（研发能力→5、发展计划→1、在建工程→1），各自可独立研究/核验/成缺口。,在建工程,在建工程,以 fact_set 形态独立研究，required_fields=['在建工程']，可独立核验/成缺口,"覆盖规则 ['required_fields_complete', 'minimum_sources', 'direct_support']（producer_kind=topic_harness，集合锚点 无）",不保留 search_audit：普通正向事实或财务/派生/synth，不机械要求检索审计,证据 ['er_rd']：evidence_kind=['field']，source_classes=['company_industry']，minimum_sources=[1],primary:co-h5,主槽位落在 co-h5（公司 H2 正文），与 producer_kind=topic_harness 目标 Writer 章节一致
company,company_governance,company_governance,治理结构、内控、管理层稳定性、主要管理人员履历,topic_harness,company_governance.governance_structure,fact_set,治理结构,topic_harness,治理结构,required_fields_complete | minimum_sources | direct_support,,er_governance,paragraph,source_policy_v1,CURRENT_AS_OF_WITH_24M_CHANGES,required_body,paragraph,write_not_found,NONE,,,body,,,CONFIRMED,"CONFIRMED：由 v1 维度「治理结构与内控」固化，以 fact_set 形态独立研究，覆盖 ['required_fields_complete', 'minimum_sources', 'direct_support']，证据 ['er_governance']（['company_industry']），主槽位 co-h6；可独立核验，无需额外业务裁决",,,治理结构、内控、管理层稳定性及主要管理人员履历,治理结构与内控 | 管理层稳定性 | 主要管理人员履历,split,v1 的 3 个 required_aspects 拆为 4 个独立 required_body aspect（治理结构与内控→2、管理层稳定性→1、主要管理人员履历→1），各自可独立研究/核验/成缺口。,治理结构与内控,治理结构,以 fact_set 形态独立研究，required_fields=['治理结构']，可独立核验/成缺口,"覆盖规则 ['required_fields_complete', 'minimum_sources', 'direct_support']（producer_kind=topic_harness，集合锚点 无）",不保留 search_audit：普通正向事实或财务/派生/synth，不机械要求检索审计,证据 ['er_governance']：evidence_kind=['paragraph']，source_classes=['company_industry']，minimum_sources=[1],primary:co-h6,主槽位落在 co-h6（公司 H2 正文），与 producer_kind=topic_harness 目标 Writer 章节一致
company,company_governance,company_governance,治理结构、内控、管理层稳定性、主要管理人员履历,topic_harness,company_governance.internal_control,fact_set,内控,topic_harness,内控,required_fields_complete | minimum_sources | direct_support,,er_governance,paragraph,source_policy_v1,CURRENT_AS_OF_WITH_24M_CHANGES,required_body,paragraph,write_not_found,NONE,,,body,,,CONFIRMED,"CONFIRMED：由 v1 维度「治理结构与内控」固化，以 fact_set 形态独立研究，覆盖 ['required_fields_complete', 'minimum_sources', 'direct_support']，证据 ['er_governance']（['company_industry']），主槽位 co-h6；可独立核验，无需额外业务裁决",,,治理结构、内控、管理层稳定性及主要管理人员履历,治理结构与内控 | 管理层稳定性 | 主要管理人员履历,split,v1 的 3 个 required_aspects 拆为 4 个独立 required_body aspect（治理结构与内控→2、管理层稳定性→1、主要管理人员履历→1），各自可独立研究/核验/成缺口。,治理结构与内控,内控,以 fact_set 形态独立研究，required_fields=['内控']，可独立核验/成缺口,"覆盖规则 ['required_fields_complete', 'minimum_sources', 'direct_support']（producer_kind=topic_harness，集合锚点 无）",不保留 search_audit：普通正向事实或财务/派生/synth，不机械要求检索审计,证据 ['er_governance']：evidence_kind=['paragraph']，source_classes=['company_industry']，minimum_sources=[1],primary:co-h6,主槽位落在 co-h6（公司 H2 正文），与 producer_kind=topic_harness 目标 Writer 章节一致
